card_id,product_id,name,set_id,set_name,number,rarity,pairing,premium_price,base_price,ratio,gap_usd,flags
pl4-71,88094,Pikachu,pl4,Arceus,71,Common,Reverse Holofoil / Normal,29.27,7.06,4.145892351274788,22.21,
pl4-46,88289,Ponyta,pl4,Arceus,46,Uncommon,Reverse Holofoil / Normal,22.41,1.4,16.00714285714286,21.01,
pl4-72,88290,Ponyta,pl4,Arceus,72,Common,Reverse Holofoil / Normal,5.0,0.35,14.285714285714286,4.65,penny
pl4-26,88320,Porygon-Z G,pl4,Arceus,26,Rare,Reverse Holofoil / Normal,8.66,1.92,4.510416666666667,6.74,
pl4-90,88406,Professor Oak's Visit,pl4,Arceus,90,Uncommon,Reverse Holofoil / Normal,11.6,0.41,28.29268292682927,11.19,penny
pl4-27,88516,Raichu,pl4,Arceus,27,Rare,Reverse Holofoil / Normal,26.1,6.35,4.110236220472442,19.75,
pl4-28,88585,Rapidash,pl4,Arceus,28,Rare,Reverse Holofoil / Normal,6.35,1.58,4.018987341772151,4.77,
pl4-47,88586,Rapidash,pl4,Arceus,47,Uncommon,Reverse Holofoil / Normal,6.51,0.69,9.434782608695652,5.82,penny
pl4-29,88605,Raticate,pl4,Arceus,29,Rare,Reverse Holofoil / Normal,3.5,1.13,3.097345132743363,2.37,
pl4-73,88619,Rattata,pl4,Arceus,73,Common,Reverse Holofoil / Normal,4.71,0.38,12.394736842105264,4.33,penny
pl4-30,88951,Sceptile,pl4,Arceus,30,Rare,Reverse Holofoil / Normal,7.75,3.91,1.9820971867007673,3.84,
pl4-31,88952,Sceptile,pl4,Arceus,31,Rare,Reverse Holofoil / Normal,15.79,3.21,4.919003115264798,12.579999999999998,
pl4-48,89129,Shelgon,pl4,Arceus,48,Uncommon,Reverse Holofoil / Normal,1.98,0.46,4.304347826086956,1.52,penny
pl4-74,89177,Shinx,pl4,Arceus,74,Common,Reverse Holofoil / Normal,6.24,0.38,16.42105263157895,5.86,penny
pl4-75,89403,Snorunt,pl4,Arceus,75,Common,Reverse Holofoil / Normal,39.0,4.09,9.535452322738386,34.91,
pl4-32,89466,Spiritomb,pl4,Arceus,32,Rare,Reverse Holofoil / Normal,9.17,6.15,1.4910569105691056,3.0199999999999996,
pl4-76,89746,Tangela,pl4,Arceus,76,Common,Reverse Holofoil / Normal,8.84,0.3,29.46666666666667,8.54,penny
pl4-77,89747,Tangela,pl4,Arceus,77,Common,Reverse Holofoil / Normal,10.0,0.43,23.25581395348837,9.57,penny
pl4-78,90041,Treecko,pl4,Arceus,78,Common,Reverse Holofoil / Normal,21.89,1.71,12.801169590643276,20.18,
pl4-79,90042,Treecko,pl4,Arceus,79,Common,Reverse Holofoil / Normal,13.9,0.58,23.965517241379313,13.32,penny
pl4-91,90133,Ultimate Zone,pl4,Arceus,91,Uncommon,Reverse Holofoil / Normal,2.48,0.41,6.048780487804878,2.07,penny
pl4-80,90610,Wingull,pl4,Arceus,80,Common,Reverse Holofoil / Normal,2.39,0.37,6.45945945945946,2.02,penny
pl4-81,90611,Wingull,pl4,Arceus,81,Common,Reverse Holofoil / Normal,5.2,0.36,14.444444444444445,4.84,penny
pl4-49,90641,Wormadam Plant Cloak,pl4,Arceus,49,Uncommon,Reverse Holofoil / Normal,1.0,0.32,3.125,0.6799999999999999,penny
pl4-50,90644,Wormadam Sandy Cloak,pl4,Arceus,50,Uncommon,Reverse Holofoil / Normal,1.12,0.3,3.733333333333334,0.8200000000000001,penny
pl4-51,90646,Wormadam Trash Cloak,pl4,Arceus,51,Uncommon,Reverse Holofoil / Normal,1.31,0.34,3.8529411764705883,0.97,penny
ex2-27,83557,Anorith,ex2,Sandstorm,27,Uncommon,Reverse Holofoil / Normal,10.55,1.69,6.242603550295859,8.860000000000001,
ex2-28,83558,Anorith,ex2,Sandstorm,28,Uncommon,Reverse Holofoil / Normal,6.6,2.38,2.773109243697479,4.22,
ex2-29,83567,Arbok,ex2,Sandstorm,29,Uncommon,Reverse Holofoil / Normal,15.4,2.63,5.855513307984792,12.77,
ex2-15,83579,Arcanine,ex2,Sandstorm,15,Rare,Reverse Holofoil / Normal,221.68,12.11,18.305532617671346,209.57,
ex2-56,83631,Aron,ex2,Sandstorm,56,Common,Reverse Holofoil / Normal,18.13,1.59,11.402515723270438,16.54,
ex2-30,83679,Azumarill,ex2,Sandstorm,30,Uncommon,Reverse Holofoil / Normal,26.32,1.82,14.461538461538462,24.5,
ex2-31,83688,Azurill,ex2,Sandstorm,31,Uncommon,Reverse Holofoil / Normal,37.8,9.85,3.8375634517766497,27.949999999999996,
ex2-32,83709,Baltoy,ex2,Sandstorm,32,Uncommon,Reverse Holofoil / Normal,8.11,1.33,6.097744360902255,6.779999999999999,
ex2-33,83954,Breloom,ex2,Sandstorm,33,Uncommon,Reverse Holofoil / Normal,11.48,2.01,5.711442786069653,9.47,
ex2-57,84069,Cacnea,ex2,Sandstorm,57,Common,Reverse Holofoil / Normal,25.34,0.53,47.81132075471698,24.81,penny
ex2-58,84070,Cacnea,ex2,Sandstorm,58,Common,Reverse Holofoil / Normal,10.39,1.26,8.246031746031747,9.13,
ex2-90,84328,Claw Fossil,ex2,Sandstorm,90,Common,Reverse Holofoil / Normal,2.96,0.55,5.381818181818181,2.41,penny
ex2-59,84545,Cyndaquil,ex2,Sandstorm,59,Common,Reverse Holofoil / Normal,24.91,2.96,8.41554054054054,21.95,
ex2-34,84736,Delcatty,ex2,Sandstorm,34,Uncommon,Reverse Holofoil / Normal,12.1,2.29,5.283842794759825,9.809999999999999,
ex2-86,84887,Double Full Heal,ex2,Sandstorm,86,Uncommon,Reverse Holofoil / Normal,3.57,0.32,11.15625,3.25,penny
ex2-60,85008,Dunsparce,ex2,Sandstorm,60,Common,Reverse Holofoil / Normal,6.64,1.74,3.8160919540229883,4.8999999999999995,
ex2-61,85044,Duskull,ex2,Sandstorm,61,Common,Reverse Holofoil / Normal,25.88,2.84,9.112676056338028,23.04,
ex2-62,85045,Duskull,ex2,Sandstorm,62,Common,Reverse Holofoil / Normal,58.7,2.0,29.35,56.7,
ex2-63,85073,Eevee,ex2,Sandstorm,63,Common,Reverse Holofoil / Normal,93.13,8.18,11.385085574572127,84.94999999999999,
ex2-64,85100,Ekans,ex2,Sandstorm,64,Common,Reverse Holofoil / Normal,12.5,0.7,17.857142857142858,11.8,penny
ex2-35,85110,Electabuzz,ex2,Sandstorm,35,Uncommon,Reverse Holofoil / Normal,17.15,2.48,6.915322580645161,14.669999999999998,
ex2-36,85169,Elekid,ex2,Sandstorm,36,Uncommon,Reverse Holofoil / Normal,22.5,2.99,7.525083612040134,19.509999999999998,
ex2-16,85319,Espeon,ex2,Sandstorm,16,Rare,Reverse Holofoil / Normal,85.02,21.79,3.9017898118402936,63.23,
ex2-37,85394,Fearow,ex2,Sandstorm,37,Uncommon,Reverse Holofoil / Normal,13.15,2.58,5.096899224806202,10.57,
ex2-17,85810,Golduck,ex2,Sandstorm,17,Rare,Reverse Holofoil / Normal,30.8,3.31,9.305135951661631,27.490000000000002,
ex2-65,85951,Growlithe,ex2,Sandstorm,65,Common,Reverse Holofoil / Normal,31.45,3.96,7.941919191919192,27.49,
ex2-38,86264,Illumise,ex2,Sandstorm,38,Uncommon,Reverse Holofoil / Normal,6.63,3.81,1.7401574803149606,2.82,
ex2-39,86380,Kabuto,ex2,Sandstorm,39,Uncommon,Reverse Holofoil / Normal,45.9,4.43,10.36117381489842,41.47,
ex2-18,86428,Kecleon,ex2,Sandstorm,18,Rare,Reverse Holofoil / Normal,34.99,1.87,18.711229946524064,33.120000000000005,
ex2-40,86461,Kirlia,ex2,Sandstorm,40,Uncommon,Reverse Holofoil / Normal,19.99,5.17,3.866537717601547,14.819999999999999,
ex2-41,86575,Lairon,ex2,Sandstorm,41,Uncommon,Reverse Holofoil / Normal,10.0,3.18,3.144654088050314,6.82,
ex2-87,86597,Lanette's Net Search,ex2,Sandstorm,87,Uncommon,Reverse Holofoil / Normal,4.96,1.64,3.024390243902439,3.3200000000000003,
ex2-42,86785,Lileep,ex2,Sandstorm,42,Uncommon,Reverse Holofoil / Normal,22.0,1.26,17.46031746031746,20.74,
ex2-43,86786,Lileep,ex2,Sandstorm,43,Uncommon,Reverse Holofoil / Normal,13.99,3.45,4.0550724637681155,10.54,
ex2-44,86804,Linoone,ex2,Sandstorm,44,Uncommon,Reverse Holofoil / Normal,8.8,2.23,3.946188340807175,6.57,
ex2-45,86814,Lombre,ex2,Sandstorm,45,Uncommon,Reverse Holofoil / Normal,28.03,4.01,6.990024937655861,24.020000000000003,
ex2-46,86815,Lombre,ex2,Sandstorm,46,Uncommon,Reverse Holofoil / Normal,9.12,2.76,3.3043478260869565,6.359999999999999,
ex2-66,86831,Lotad,ex2,Sandstorm,66,Common,Reverse Holofoil / Normal,9.95,2.18,4.5642201834862375,7.77,
ex2-67,86832,Lotad,ex2,Sandstorm,67,Common,Reverse Holofoil / Normal,23.0,1.97,11.6751269035533,21.03,
ex2-68,87214,Marill,ex2,Sandstorm,68,Common,Reverse Holofoil / Normal,9.26,1.65,5.612121212121212,7.609999999999999,
ex2-93,87629,Multi Energy,ex2,Sandstorm,93,Rare,Reverse Holofoil / Normal,4.62,1.32,3.5,3.3,
ex2-47,87648,Murkrow,ex2,Sandstorm,47,Uncommon,Reverse Holofoil / Normal,13.86,3.24,4.277777777777778,10.62,
ex2-91,87667,Mysterious Fossil,ex2,Sandstorm,91,Common,Reverse Holofoil / Normal,2.58,0.62,4.161290322580645,1.96,penny
ex2-69,87682,Natu,ex2,Sandstorm,69,Common,Reverse Holofoil / Normal,11.61,0.67,17.328358208955223,10.94,penny
ex2-48,87818,Nuzleaf,ex2,Sandstorm,48,Uncommon,Reverse Holofoil / Normal,11.81,0.67,17.62686567164179,11.14,penny
ex2-49,87819,Nuzleaf,ex2,Sandstorm,49,Uncommon,Reverse Holofoil / Normal,6.74,2.1,3.2095238095238097,4.640000000000001,
ex2-70,87857,Omanyte,ex2,Sandstorm,70,Common,Reverse Holofoil / Normal,12.36,1.29,9.581395348837209,11.07,
ex2-19,87863,Omastar,ex2,Sandstorm,19,Rare,Reverse Holofoil / Normal,13.55,1.93,7.020725388601037,11.620000000000001,
ex2-71,87876,Onix,ex2,Sandstorm,71,Common,Reverse Holofoil / Normal,23.34,0.95,24.56842105263158,22.39,penny
ex2-50,87975,Pelipper,ex2,Sandstorm,50,Uncommon,Reverse Holofoil / Normal,7.06,1.49,4.738255033557047,5.569999999999999,
ex2-20,88012,Pichu,ex2,Sandstorm,20,Rare,Reverse Holofoil / Normal,75.0,9.86,7.606490872210954,65.14,
ex2-72,88073,Pikachu,ex2,Sandstorm,72,Common,Reverse Holofoil / Normal,140.33,14.91,9.411804158283033,125.42000000000002,
ex2-73,88432,Psyduck,ex2,Sandstorm,73,Common,Reverse Holofoil / Normal,226.56,16.58,13.664656212303981,209.98000000000002,
ex2-51,88482,Quilava,ex2,Sandstorm,51,Uncommon,Reverse Holofoil / Normal,34.99,6.32,5.5363924050632916,28.67,
ex2-74,88553,Ralts,ex2,Sandstorm,74,Common,Reverse Holofoil / Normal,24.33,2.15,11.316279069767441,22.18,
ex2-88,88589,Rare Candy,ex2,Sandstorm,88,Uncommon,Reverse Holofoil / Normal,25.0,8.36,2.9904306220095696,16.64,
ex2-92,88810,Root Fossil,ex2,Sandstorm,92,Common,Reverse Holofoil / Normal,3.21,0.39,8.23076923076923,2.82,penny
ex2-75,88919,Sandshrew,ex2,Sandstorm,75,Common,Reverse Holofoil / Normal,14.52,1.05,13.828571428571427,13.469999999999999,
ex2-21,88928,Sandslash,ex2,Sandstorm,21,Rare,Reverse Holofoil / Normal,16.35,1.8,9.083333333333334,14.55,
ex2-76,89036,Seedot,ex2,Sandstorm,76,Common,Reverse Holofoil / Normal,14.29,0.56,25.51785714285714,13.729999999999999,penny
ex2-77,89037,Seedot,ex2,Sandstorm,77,Common,Reverse Holofoil / Normal,4.87,1.0,4.87,3.87,
ex2-22,89153,Shiftry,ex2,Sandstorm,22,Rare,Reverse Holofoil / Normal,6.94,1.5,4.626666666666667,5.44,
ex2-78,89182,Shroomish,ex2,Sandstorm,78,Common,Reverse Holofoil / Normal,9.0,1.65,5.454545454545455,7.35,
ex2-79,89262,Skitty,ex2,Sandstorm,79,Common,Reverse Holofoil / Normal,31.66,4.79,6.609603340292275,26.87,
ex2-80,89294,Slakoth,ex2,Sandstorm,80,Common,Reverse Holofoil / Normal,23.82,1.25,19.056,22.57,
ex2-81,89436,Spearow,ex2,Sandstorm,81,Common,Reverse Holofoil / Normal,5.8,0.91,6.373626373626373,4.89,penny
ex2-23,89556,Steelix,ex2,Sandstorm,23,Rare,Reverse Holofoil / Normal,34.54,3.55,9.729577464788733,30.99,
ex2-82,90018,Trapinch,ex2,Sandstorm,82,Common,Reverse Holofoil / Normal,9.45,1.21,7.8099173553719,8.239999999999998,
ex2-24,90138,Umbreon,ex2,Sandstorm,24,Rare,Reverse Holofoil / Normal,200.0,42.07,4.753981459472308,157.93,
ex2-25,90278,Vaporeon,ex2,Sandstorm,25,Rare,Reverse Holofoil / Normal,124.99,20.82,6.003362151777137,104.16999999999999,
ex2-52,90367,Vigoroth,ex2,Sandstorm,52,Uncommon,Reverse Holofoil / Normal,5.99,0.95,6.305263157894737,5.04,penny
ex2-53,90396,Volbeat,ex2,Sandstorm,53,Uncommon,Reverse Holofoil / Normal,20.5,2.19,9.360730593607306,18.31,
ex2-83,90451,Wailmer,ex2,Sandstorm,83,Common,Reverse Holofoil / Normal,29.15,1.42,20.528169014084508,27.729999999999997,
ex2-89,90464,Wally's Training,ex2,Sandstorm,89,Uncommon,Reverse Holofoil / Normal,10.82,0.74,14.621621621621623,10.08,penny
ex2-84,90606,Wingull,ex2,Sandstorm,84,Common,Reverse Holofoil / Normal,13.25,0.81,16.358024691358022,12.44,penny
ex2-26,90613,Wobbuffet,ex2,Sandstorm,26,Rare,Reverse Holofoil / Normal,40.0,1.56,25.64102564102564,38.44,
ex2-54,90654,Wynaut,ex2,Sandstorm,54,Uncommon,Reverse Holofoil / Normal,15.73,7.02,2.240740740740741,8.71,
ex2-55,90662,Xatu,ex2,Sandstorm,55,Uncommon,Reverse Holofoil / Normal,14.32,1.11,12.9009009009009,13.21,
ex2-85,90745,Zigzagoon,ex2,Sandstorm,85,Common,Reverse Holofoil / Normal,12.66,1.12,11.303571428571427,11.54,
,83628,Aron - 25/109,,,,,Reverse Holofoil / Normal,18.99,3.36,5.651785714285714,15.629999999999999,
,83629,Aron - 49/109,,,,,Reverse Holofoil / Normal,17.11,0.98,17.459183673469386,16.13,penny
,83630,Aron - 50/109,,,,,Reverse Holofoil / Normal,11.45,0.88,13.011363636363635,10.569999999999999,penny
,83904,Blaziken - 15/109,,,,,Reverse Holofoil / Normal,51.96,4.07,12.766584766584765,47.89,
,83953,Breloom,,,,,Reverse Holofoil / Normal,17.33,2.06,8.4126213592233,15.269999999999998,
,84111,Carvanha,,,,,Reverse Holofoil / Normal,9.69,1.03,9.407766990291261,8.66,
,84119,Cascoon,,,,,Reverse Holofoil / Normal,19.92,2.61,7.632183908045978,17.310000000000002,
,84400,Combusken - 27/109,,,,,Reverse Holofoil / Normal,20.95,1.12,18.70535714285714,19.83,
,84401,Combusken - 28/109,,,,,Reverse Holofoil / Normal,26.83,3.09,8.68284789644013,23.74,
,84683,Darkness Energy (Special),,,,,Reverse Holofoil / Normal,2.44,1.36,1.7941176470588234,1.0799999999999998,
,84735,Delcatty - 29/109,,,,,Reverse Holofoil / Normal,15.07,1.64,9.189024390243903,13.43,
,84871,Donphan,,,,,Reverse Holofoil / Normal,15.0,2.06,7.281553398058252,12.94,
,85128,Electrike - 30/109,,,,,Reverse Holofoil / Normal,10.21,1.51,6.7615894039735105,8.700000000000001,
,85129,Electrike - 52/109,,,,,Reverse Holofoil / Normal,7.19,0.74,9.716216216216218,6.45,penny
,85130,Electrike - 53/109,,,,,Reverse Holofoil / Normal,10.33,0.67,15.417910447761193,9.66,penny
,85220,Energy Removal 2,,,,,Reverse Holofoil / Normal,3.7,0.5,7.4,3.2,penny
,85225,Energy Restore,,,,,Reverse Holofoil / Normal,2.55,0.56,4.553571428571428,1.9899999999999998,penny
,85237,Energy Search,,,,,Reverse Holofoil / Normal,4.98,0.28,17.785714285714285,4.7,penny
,85252,Energy Switch,,,,,Reverse Holofoil / Normal,13.44,4.59,2.9281045751633985,8.85,
,85438,Fighting Energy,,,,,Reverse Holofoil / Normal,7.95,0.35,22.714285714285715,7.6000000000000005,penny
,85458,Fire Energy,,,,,Reverse Holofoil / Normal,12.49,0.33,37.848484848484844,12.16,penny
,85803,Goldeen,,,,,Reverse Holofoil / Normal,5.87,0.67,8.761194029850746,5.2,penny
,85874,Grass Energy,,,,,Reverse Holofoil / Normal,8.55,0.33,25.90909090909091,8.22,penny
,85935,Grovyle - 31/109,,,,,Reverse Holofoil / Normal,16.61,1.86,8.93010752688172,14.75,
,85936,Grovyle - 32/109,,,,,Reverse Holofoil / Normal,24.48,4.06,6.029556650246306,20.42,
,86011,Hariyama - 33/109,,,,,Reverse Holofoil / Normal,7.07,0.63,11.222222222222223,6.44,penny
,86459,Kirlia - 34/109,,,,,Reverse Holofoil / Normal,22.7,2.39,9.497907949790795,20.31,
,86460,Kirlia - 35/109,,,,,Reverse Holofoil / Normal,59.99,2.8,21.425,57.190000000000005,
,86490,Koffing,,,,,Reverse Holofoil / Normal,13.0,0.8,16.25,12.2,penny
,86571,Lady Outing,,,,,Reverse Holofoil / Normal,2.15,0.71,3.028169014084507,1.44,penny
,86573,Lairon - 36/109,,,,,Reverse Holofoil / Normal,11.71,2.4,4.879166666666667,9.31,
,86574,Lairon - 37/109,,,,,Reverse Holofoil / Normal,6.77,2.46,2.752032520325203,4.31,
,86761,Lightning Energy,,,,,Reverse Holofoil / Normal,5.68,0.32,17.75,5.359999999999999,penny
,86803,Linoone,,,,,Reverse Holofoil / Normal,8.06,2.19,3.6803652968036533,5.870000000000001,
,86919,Lum Berry,,,,,Reverse Holofoil / Normal,2.9,0.64,4.53125,2.26,penny
,87125,Makuhita - 56109,,,,,Reverse Holofoil / Normal,10.89,0.39,27.923076923076923,10.5,penny
,87126,Makuhita - 57/109,,,,,Reverse Holofoil / Normal,3.75,0.55,6.8181818181818175,3.2,penny
,87127,Makuhita - 58/109,,,,,Reverse Holofoil / Normal,4.49,0.88,5.1022727272727275,3.6100000000000003,penny
,87154,Manectric - 39/109,,,,,Reverse Holofoil / Normal,17.39,1.83,9.502732240437158,15.56,
,87232,Marshtomp - 40/109,,,,,Reverse Holofoil / Normal,24.25,2.07,11.71497584541063,22.18,
,87233,Marshtomp - 41/109,,,,,Reverse Holofoil / Normal,13.75,5.26,2.614068441064639,8.49,
,87356,Metal Energy (Special),,,,,Reverse Holofoil / Normal,4.72,1.08,4.37037037037037,3.6399999999999997,
,87444,Mightyena - 42/109,,,,,Reverse Holofoil / Normal,12.23,2.03,6.024630541871922,10.200000000000001,
,87605,Mudkip - 59/109,,,,,Reverse Holofoil / Normal,50.47,9.04,5.582964601769912,41.43,
,87606,Mudkip - 60/109,,,,,Reverse Holofoil / Normal,69.62,2.86,24.342657342657347,66.76,
,87797,Nosepass,,,,,Reverse Holofoil / Normal,11.33,1.33,8.518796992481203,10.0,
,87805,Numel,,,,,Reverse Holofoil / Normal,27.95,0.66,42.348484848484844,27.29,penny
,87888,Oran Berry,,,,,Reverse Holofoil / Normal,3.77,0.83,4.542168674698796,2.94,penny
,87974,Pelipper,,,,,Reverse Holofoil / Normal,11.14,1.56,7.141025641025641,9.58,
,87996,Phanpy,,,,,Reverse Holofoil / Normal,19.66,2.77,7.097472924187725,16.89,
,88182,Poke Ball,,,,,Reverse Holofoil / Normal,27.37,0.56,48.875,26.810000000000002,penny
,88237,Pokemon Reversal,,,,,Reverse Holofoil / Normal,6.34,2.51,2.5258964143426295,3.83,
,88243,Pokenav,,,,,Reverse Holofoil / Normal,4.3,0.38,11.31578947368421,3.92,penny
,88293,Poochyena - 63/109,,,,,Reverse Holofoil / Normal,10.0,0.71,14.084507042253522,9.29,penny
,88294,Poochyena - 64/109,,,,,Reverse Holofoil / Normal,16.73,1.42,11.781690140845072,15.31,
,88295,Poochyena - 65/109,,,,,Reverse Holofoil / Normal,19.74,1.12,17.624999999999996,18.619999999999997,
,88330,Potion,,,,,Reverse Holofoil / Normal,3.38,0.3,11.266666666666667,3.08,penny
,88381,Professor Birch,,,,,Reverse Holofoil / Normal,3.61,0.46,7.8478260869565215,3.15,penny
,88418,Psychic Energy,,,,,Reverse Holofoil / Normal,8.5,0.95,8.947368421052632,7.55,penny
,88545,Rainbow Energy,,,,,Reverse Holofoil / Normal,12.55,1.55,8.096774193548388,11.0,
,88554,Ralts - 66/109,,,,,Reverse Holofoil / Normal,25.14,1.37,18.350364963503647,23.77,
,88555,Ralts - 67/109,,,,,Reverse Holofoil / Normal,26.6,2.32,11.465517241379311,24.28,
,88556,Ralts - 68/109,,,,,Reverse Holofoil / Normal,19.99,2.47,8.093117408906881,17.52,
,88945,Sceptile - 20/109,,,,,Reverse Holofoil / Normal,31.41,9.58,3.278705636743215,21.83,
,89021,Seaking,,,,,Reverse Holofoil / Normal,16.36,0.99,16.525252525252526,15.37,penny
,89097,Sharpedo,,,,,Reverse Holofoil / Normal,31.29,3.07,10.192182410423452,28.22,
,89181,Shroomish,,,,,Reverse Holofoil / Normal,4.99,0.7,7.128571428571429,4.29,penny
,89210,Silcoon,,,,,Reverse Holofoil / Normal,9.63,2.09,4.607655502392345,7.540000000000001,
,89259,Skitty - 44/109,,,,,Reverse Holofoil / Normal,13.55,8.52,1.5903755868544602,5.030000000000001,
,89260,Skitty - 70/109,,,,,Reverse Holofoil / Normal,6.34,0.83,7.63855421686747,5.51,penny
,89261,Skitty - 71/109,,,,,Reverse Holofoil / Normal,8.91,2.33,3.8240343347639483,6.58,
,89295,Slakoth,,,,,Reverse Holofoil / Normal,25.0,3.26,7.668711656441718,21.740000000000002,
,89676,Swampert - 23/109,,,,,Reverse Holofoil / Normal,44.33,4.47,9.917225950782997,39.86,
,89688,Swellow,,,,,Reverse Holofoil / Normal,5.88,1.28,4.59375,4.6,
,89709,Switch,,,,,Reverse Holofoil / Normal,4.84,0.5,9.68,4.34,penny
,89730,Taillow,,,,,Reverse Holofoil / Normal,14.95,0.63,23.730158730158728,14.319999999999999,penny
,89949,Torchic - 73/109,,,,,Reverse Holofoil / Normal,25.74,1.05,24.514285714285712,24.689999999999998,
,89950,Torchic - 74/109,,,,,Reverse Holofoil / Normal,29.5,2.03,14.532019704433498,27.47,
,90032,Treecko - 75/109,,,,,Reverse Holofoil / Normal,38.0,0.98,38.775510204081634,37.02,penny
,90033,Treecko - 76/109,,,,,Reverse Holofoil / Normal,30.84,2.49,12.385542168674698,28.35,
,90366,Vigoroth,,,,,Reverse Holofoil / Normal,5.87,1.36,4.3161764705882355,4.51,
,90450,Wailmer,,,,,Reverse Holofoil / Normal,19.47,2.32,8.392241379310345,17.15,
,90506,Water Energy,,,,,Reverse Holofoil / Normal,27.84,0.38,73.26315789473684,27.46,penny
,90556,Weezing,,,,,Reverse Holofoil / Normal,11.73,1.9,6.173684210526316,9.83,
,90605,Wingull,,,,,Reverse Holofoil / Normal,15.84,0.55,28.799999999999997,15.29,penny
,90647,Wurmple,,,,,Reverse Holofoil / Normal,17.54,1.38,12.710144927536232,16.16,
,90744,Zigzagoon,,,,,Reverse Holofoil / Normal,12.72,1.41,9.021276595744682,11.31,
bw6-99,83494,Aipom,bw6,Dragons Exalted,99,Common,Reverse Holofoil / Normal,2.29,0.37,6.1891891891891895,1.92,penny
bw6-37,83508,Alomomola,bw6,Dragons Exalted,37,Rare,Reverse Holofoil / Normal,1.49,0.77,1.935064935064935,0.72,penny
bw6-100,83529,Ambipom,bw6,Dragons Exalted,100,Rare,Reverse Holofoil / Normal,1.24,0.57,2.175438596491228,0.67,penny
bw6-78,83640,Aron,bw6,Dragons Exalted,78,Common,Reverse Holofoil / Normal,1.16,0.37,3.135135135135135,0.7899999999999999,penny
bw6-108,83663,Audino,bw6,Dragons Exalted,108,Uncommon,Reverse Holofoil / Normal,23.46,2.54,9.236220472440944,20.92,
bw6-63,83718,Baltoy,bw6,Dragons Exalted,63,Common,Reverse Holofoil / Normal,0.79,0.2,3.95,0.5900000000000001,penny
bw6-8,83760,Beautifly,bw6,Dragons Exalted,8,Rare,Reverse Holofoil / Normal,1.49,1.07,1.3925233644859811,0.41999999999999993,
bw6-107,83821,Bibarel,bw6,Dragons Exalted,107,Uncommon,Reverse Holofoil / Normal,0.98,0.46,2.1304347826086953,0.52,penny
bw6-106,83829,Bidoof,bw6,Dragons Exalted,106,Common,Reverse Holofoil / Normal,1.78,0.35,5.085714285714286,1.4300000000000002,penny
,83916,Blend Energy GFPD,,,,,Reverse Holofoil / Normal,5.51,2.77,1.9891696750902526,2.7399999999999998,
,83917,Blend Energy WLFM,,,,,Reverse Holofoil / Normal,9.56,4.35,2.1977011494252876,5.210000000000001,
bw6-66,83935,Boldore,bw6,Dragons Exalted,66,Uncommon,Reverse Holofoil / Normal,0.4,0.73,0.5479452054794521,-0.32999999999999996,penny
bw6-110,83944,Bouffalant,bw6,Dragons Exalted,110,Uncommon,Reverse Holofoil / Normal,1.05,0.46,2.282608695652174,0.5900000000000001,penny
bw6-112,83951,Braviary,bw6,Dragons Exalted,112,Rare,Reverse Holofoil / Normal,1.03,0.62,1.6612903225806452,0.41000000000000003,penny
bw6-32,84023,Buizel,bw6,Dragons Exalted,32,Common,Reverse Holofoil / Normal,1.01,0.24,4.208333333333334,0.77,penny
bw6-9,84123,Cascoon,bw6,Dragons Exalted,9,Uncommon,Reverse Holofoil / Normal,0.77,0.42,1.8333333333333335,0.35000000000000003,penny
bw6-64,84339,Claydol,bw6,Dragons Exalted,64,Rare,Reverse Holofoil / Normal,0.92,0.62,1.4838709677419355,0.30000000000000004,penny
bw6-60,84536,Cubone,bw6,Dragons Exalted,60,Common,Reverse Holofoil / Normal,13.2,1.89,6.984126984126984,11.309999999999999,
bw6-93,84729,Deino,bw6,Dragons Exalted,93,Common,Reverse Holofoil / Normal,4.31,0.28,15.39285714285714,4.029999999999999,penny
bw6-94,84730,Deino,bw6,Dragons Exalted,94,Common,Reverse Holofoil / Normal,0.66,0.24,2.7500000000000004,0.42000000000000004,penny
bw6-113,84783,Devolution Spray,bw6,Dragons Exalted,113,Uncommon,Reverse Holofoil / Normal,1.4,0.48,2.9166666666666665,0.9199999999999999,penny
bw6-51,84949,Drifblim,bw6,Dragons Exalted,51,Rare,Reverse Holofoil / Normal,2.21,0.76,2.9078947368421053,1.45,penny
bw6-49,84961,Drifloon,bw6,Dragons Exalted,49,Common,Reverse Holofoil / Normal,2.05,0.35,5.857142857142857,1.6999999999999997,penny
bw6-50,84962,Drifloon,bw6,Dragons Exalted,50,Common,Reverse Holofoil / Normal,1.37,0.39,3.5128205128205128,0.9800000000000001,penny
bw6-83,85021,Durant,bw6,Dragons Exalted,83,Uncommon,Reverse Holofoil / Normal,0.69,0.33,2.090909090909091,0.35999999999999993,penny
bw6-47,85059,Dustox,bw6,Dragons Exalted,47,Rare,Reverse Holofoil / Normal,1.44,0.91,1.5824175824175823,0.5299999999999999,penny
bw6-41,85144,Electrike,bw6,Dragons Exalted,41,Common,Reverse Holofoil / Normal,0.8,0.27,2.962962962962963,0.53,penny
bw6-42,85145,Electrike,bw6,Dragons Exalted,42,Common,Reverse Holofoil / Normal,0.79,0.27,2.925925925925926,0.52,penny
bw6-45,85191,Emolga,bw6,Dragons Exalted,45,Uncommon,Reverse Holofoil / Normal,5.57,0.64,8.703125,4.930000000000001,penny
